2e-08,1.5742
4e-08,1.5742
6e-08,1.5742
8e-08,1.5742
1e-07,1.5742
1.2e-07,1.5742
1.4e-07,1.5742
1.6e-07,1.5742
1.8e-07,1.5742
2e-07,1.5742
2.2e-07,1.5742
2.4e-07,1.5742
2.6e-07,1.5742
2.8e-07,1.5742
3e-07,1.5742
3.2e-07,1.5742
3.4e-07,1.5742
3.6e-07,1.5742
3.8e-07,1.5742
4e-07,1.5742
4.2e-07,1.5742
4.4e-07,1.5742
4.6e-07,1.5742
4.8e-07,1.5742
5e-07,1.5742
5.2e-07,1.5742
5.4e-07,1.5742
5.6e-07,1.5742
5.8e-07,1.5742
6e-07,1.5742
6.2e-07,1.5742
6.4e-07,1.5742
6.6e-07,1.5742
6.8e-07,1.5742
7e-07,1.5742
7.2e-07,1.5742
7.4e-07,1.5742
7.6e-07,1.5742
7.8e-07,1.5742
8e-07,1.5742
8.2e-07,1.5742
8.4e-07,1.5742
8.6e-07,1.5742
8.8e-07,1.5742
9e-07,1.5742
9.2e-07,1.5742
9.4e-07,1.5742
9.6e-07,1.5742
9.8e-07,1.5742
1e-06,1.5742
1.02e-06,1.5742
1.04e-06,1.5742
1.06e-06,1.5742
1.08e-06,1.5742
1.1e-06,1.5742
1.12e-06,1.5742
1.14e-06,1.5742
1.16e-06,1.5742
1.18e-06,1.5742
1.2e-06,1.5742
1.22e-06,1.5742
1.24e-06,1.5742
1.26e-06,1.5742
1.28e-06,1.5742
1.3e-06,1.5742
1.32e-06,1.5742
1.34e-06,1.5742
1.36e-06,1.5742
1.38e-06,1.5742
1.4e-06,1.5742
1.42e-06,1.5742
1.44e-06,1.5742
1.46e-06,1.5742
1.48e-06,1.5742
1.5e-06,1.5742
1.52e-06,1.5742
1.54e-06,1.5742
1.56e-06,1.5742
1.58e-06,1.5742
1.6e-06,1.5742
1.62e-06,1.5742
1.64e-06,1.5742
1.66e-06,1.5742
1.68e-06,1.5742
1.7e-06,1.5742
1.72e-06,1.5742
1.74e-06,1.5742
1.76e-06,1.5742
1.78e-06,1.5742
1.8e-06,1.5742
1.82e-06,1.5742
1.84e-06,1.5742
1.86e-06,1.5742
1.88e-06,1.5742
1.9e-06,1.5742
1.92e-06,1.5742
1.94e-06,1.5742
1.96e-06,1.5742
1.98e-06,1.5742
2e-06,1.5742
