1,44.7214
1.5,44.7214
2,44.7214
2.5,44.7214
3,44.7214
3.5,44.7214
4,44.7214
4.5,44.7214
5,44.7214
5.5,44.7214
6,44.7214
6.5,44.7214
7,44.7214
7.5,44.7214
8,44.7214
8.5,44.7214
9,44.7213
9.5,44.7211
10,44.7203
10.5,44.718
11,44.7114
11.5,44.6953
12,44.6593
12.5,44.5878
13,44.4597
13.5,44.254
14,43.9579
14.5,43.5778
15,43.1461
15.5,42.662
16,42.089
16.5,41.4299
17,40.6934
17.5,39.8945
18,39.0546
18.5,38.2003
19,37.3621
19.5,36.5727
20,35.864
20.5,35.1976
21,34.5168
21.5,33.8247
22,33.1245
22.5,32.4197
23,31.714
23.5,31.0108
24,30.3138
24.5,29.6267
25,28.9531
25.5,28.2963
26,27.6598
26.5,27.0466
27,26.4597
27.5,25.9018
28,25.3753
28.5,24.8824
29,24.4249
29.5,24.0043
30,23.6218
30.5,23.2643
31,22.9181
31.5,22.5833
32,22.2601
32.5,21.9484
33,21.6484
33.5,21.3599
34,21.083
34.5,20.8174
35,20.563
35.5,20.3197
36,20.087
36.5,19.8649
37,19.6529
37.5,19.4506
38,19.2578
38.5,19.0739
39,18.8985
39.5,18.7311
40,18.5713
40.5,18.4176
41,18.269
41.5,18.1252
42,17.9863
42.5,17.8522
43,17.7226
43.5,17.5975
44,17.4768
44.5,17.3603
45,17.2479
45.5,17.1394
46,17.0347
46.5,16.9336
47,16.836
47.5,16.7417
48,16.6505
48.5,16.5624
49,16.477
49.5,16.3942
50,16.3139
50.5,16.2357
51,16.1595
51.5,16.0853
52,16.0129
52.5,15.9425
53,15.8739
53.5,15.8072
54,15.7423
54.5,15.6792
55,15.6179
55.5,15.5583
56,15.5004
56.5,15.4442
57,15.3897
57.5,15.3367
58,15.2854
58.5,15.2356
59,15.1874
59.5,15.1407
60,15.0954
60.5,15.0512
61,15.0076
61.5,14.9647
62,14.9224
62.5,14.8808
63,14.8398
63.5,14.7994
64,14.7597
64.5,14.7205
65,14.6819
65.5,14.6439
66,14.6065
66.5,14.5697
67,14.5333
67.5,14.4976
68,14.4624
68.5,14.4276
69,14.3935
69.5,14.3598
70,14.3266
70.5,14.2939
71,14.2616
71.5,14.2299
72,14.1985
72.5,14.1677
73,14.1372
73.5,14.1072
74,14.0776
74.5,14.0484
75,14.0195
75.5,13.9911
76,13.963
76.5,13.9353
77,13.9079
77.5,13.8809
78,13.8542
78.5,13.8278
79,13.8017
79.5,13.7759
80,13.7504
80.5,13.7251
81,13.7002
81.5,13.6755
82,13.6511
82.5,13.627
83,13.6032
83.5,13.5797
84,13.5564
84.5,13.5334
85,13.5107
85.5,13.4883
86,13.4661
86.5,13.4441
87,13.4224
87.5,13.401
88,13.3798
88.5,13.3588
89,13.3381
89.5,13.3176
90,13.2973
90.5,13.2773
91,13.2575
91.5,13.2379
92,13.2185
92.5,13.1993
93,13.1804
93.5,13.1616
94,13.1431
94.5,13.1247
95,13.1065
95.5,13.0885
96,13.0707
96.5,13.0531
97,13.0357
97.5,13.0184
98,13.0013
98.5,12.9844
99,12.9676
99.5,12.951
100,12.9346
100.5,12.9182
101,12.9019
101.5,12.8858
102,12.8697
102.5,12.8536
103,12.8377
103.5,12.8218
104,12.8061
104.5,12.7904
105,12.7747
105.5,12.7592
106,12.7437
106.5,12.7283
107,12.713
107.5,12.6978
108,12.6826
108.5,12.6675
109,12.6525
109.5,12.6375
110,12.6227
110.5,12.6079
111,12.5931
111.5,12.5785
112,12.5639
112.5,12.5494
113,12.535
113.5,12.5206
114,12.5063
114.5,12.492
115,12.4779
115.5,12.4638
116,12.4497
116.5,12.4358
117,12.4219
117.5,12.408
118,12.3943
118.5,12.3806
119,12.3669
119.5,12.3534
120,12.3398
120.5,12.3264
121,12.313
121.5,12.2997
122,12.2864
122.5,12.2732
123,12.2601
123.5,12.247
124,12.234
124.5,12.221
125,12.2081
125.5,12.1952
126,12.1824
126.5,12.1697
127,12.157
127.5,12.1444
128,12.1318
128.5,12.1193
129,12.1068
129.5,12.0944
130,12.082
130.5,12.0697
131,12.0575
131.5,12.0452
132,12.0331
132.5,12.021
133,12.0089
133.5,11.9969
134,11.9849
134.5,11.973
135,11.9612
135.5,11.9493
136,11.9376
136.5,11.9258
137,11.9141
137.5,11.9025
138,11.8909
138.5,11.8793
139,11.8678
139.5,11.8564
140,11.8449
140.5,11.8335
141,11.8222
141.5,11.8109
142,11.7996
142.5,11.7884
143,11.7772
143.5,11.766
144,11.7549
144.5,11.7438
145,11.7328
145.5,11.7217
146,11.7108
146.5,11.6998
147,11.6889
147.5,11.678
148,11.6672
148.5,11.6563
149,11.6456
149.5,11.6348
150,11.6241
150.5,11.6134
151,11.6027
151.5,11.5921
152,11.5815
152.5,11.571
153,11.5605
153.5,11.55
154,11.5395
154.5,11.5291
155,11.5188
155.5,11.5084
156,11.4981
156.5,11.4879
157,11.4777
157.5,11.4675
158,11.4573
158.5,11.4472
159,11.4371
159.5,11.4271
160,11.417
160.5,11.4071
161,11.3971
161.5,11.3872
162,11.3773
162.5,11.3675
163,11.3577
163.5,11.3479
164,11.3382
164.5,11.3285
165,11.3188
165.5,11.3091
166,11.2995
166.5,11.29
167,11.2804
167.5,11.2709
168,11.2615
168.5,11.252
169,11.2426
169.5,11.2332
170,11.2239
170.5,11.2146
171,11.2053
171.5,11.1961
172,11.1868
172.5,11.1777
173,11.1685
173.5,11.1594
174,11.1503
174.5,11.1412
175,11.1322
175.5,11.1232
176,11.1143
176.5,11.1053
177,11.0964
177.5,11.0876
178,11.0787
178.5,11.0699
179,11.0611
179.5,11.0524
180,11.0437
180.5,11.035
181,11.0263
181.5,11.0177
182,11.0091
182.5,11.0005
183,10.992
183.5,10.9835
184,10.975
184.5,10.9666
185,10.9581
185.5,10.9497
186,10.9414
186.5,10.933
187,10.9247
187.5,10.9165
188,10.9082
188.5,10.9
189,10.8918
189.5,10.8836
190,10.8755
190.5,10.8674
191,10.8593
191.5,10.8512
192,10.8432
192.5,10.8352
193,10.8272
193.5,10.8193
194,10.8113
194.5,10.8034
